distance_m,beam_radius_m,geometric_collection_efficiency,water_transmittance,received_power_w,signal_current_a,background_current_a,shot_noise_variance_a2,thermal_noise_variance_a2,total_noise_variance_a2,noise_rms_current_a,snr_linear,snr_db
490.0,2.460020416871e+00,1.032767575026e-04,3.031238209323e-02,2.504451627815e-07,7.513354883446e-08,3.000000000000e-10,2.449200919925e-18,1.656778800000e-15,1.659228000920e-15,4.073362248708e-08,3.402214859760e+00,5.317617371019e+00
492.0,2.470020500205e+00,1.024422012378e-04,2.988289009504e-02,2.449015232546e-07,7.347045697637e-08,3.000000000000e-10,2.395909581621e-18,1.656778800000e-15,1.659174709582e-15,4.073296833747e-08,3.253369290855e+00,5.123333629677e+00
494.0,2.480020583539e+00,1.016177200445e-04,2.945948351027e-02,2.394884438400e-07,7.184653315201e-08,3.000000000000e-10,2.343873325485e-18,1.656778800000e-15,1.659122673325e-15,4.073232958383e-08,3.111237287606e+00,4.929331351100e+00
496.0,2.490020666873e+00,1.008031523996e-04,2.904207611551e-02,2.342026259738e-07,7.026078779214e-08,3.000000000000e-10,2.293060442224e-18,1.656778800000e-15,1.659071860442e-15,4.073170583762e-08,2.975506015669e+00,4.735608326277e+00
498.0,2.500020750208e+00,9.999834000407e-05,2.863058290907e-02,2.290408611405e-07,6.871225834215e-08,3.000000000000e-10,2.243440088187e-18,1.656778800000e-15,1.659022240088e-15,4.073109672091e-08,2.845877729901e+00,4.542162371503e+00
500.0,2.510020833542e+00,9.920312770582e-05,2.822492009363e-02,2.240000282028e-07,6.720000846083e-08,3.000000000000e-10,2.194982259695e-18,1.656778800000e-15,1.658973782260e-15,4.073050186604e-08,2.722069019671e+00,4.348991328005e+00
502.0,2.520020916876e+00,9.841736342510e-05,2.782500505916e-02,2.190770908170e-07,6.572312724509e-08,3.000000000000e-10,2.147657768194e-18,1.656778800000e-15,1.658926457768e-15,4.072992091532e-08,2.603810093357e+00,4.156093061579e+00
504.0,2.530021000210e+00,9.764089808173e-05,2.743075636614e-02,2.142690949321e-07,6.428072847963e-08,3.000000000000e-10,2.101438216215e-18,1.656778800000e-15,1.658880238216e-15,4.072935352073e-08,2.490844099943e+00,3.963465462224e+00
506.0,2.540021083544e+00,9.687358552441e-05,2.704209372897e-02,2.095731663690e-07,6.287194991069e-08,3.000000000000e-10,2.056295974103e-18,1.656778800000e-15,1.658835095974e-15,4.072879934364e-08,2.382926485680e+00,3.771106443792e+00
508.0,2.550021166878e+00,9.611528246189e-05,2.665893799957e-02,2.049865084770e-07,6.149595254310e-08,3.000000000000e-10,2.012204157486e-18,1.656778800000e-15,1.658791004157e-15,4.072825805454e-08,2.279824383967e+00,3.579013943638e+00
510.0,2.560021250213e+00,9.536584839613e-05,2.628121115132e-02,2.005063998659e-07,6.015191995976e-08,3.000000000000e-10,1.969136605479e-18,1.656778800000e-15,1.658747936605e-15,4.072772933280e-08,2.181316036631e+00,3.387185922277e+00
512.0,2.570021333547e+00,9.462514555717e-05,2.590883626315e-02,1.961301922094e-07,5.883905766282e-08,3.000000000000e-10,1.927067859563e-18,1.656778800000e-15,1.658705867860e-15,4.072721286633e-08,2.087190244956e+00,3.195620363051e+00
514.0,2.580021416881e+00,9.389303883983e-05,2.554173750387e-02,1.918553081190e-07,5.755659243570e-08,3.000000000000e-10,1.885973143147e-18,1.656778800000e-15,1.658664773143e-15,4.072670835144e-08,1.997245848859e+00,3.004315271797e+00
516.0,2.590021500215e+00,9.316939574210e-05,2.517984011672e-02,1.876792390846e-07,5.630377172538e-08,3.000000000000e-10,1.845828341774e-18,1.656778800000e-15,1.658624628342e-15,4.072621549250e-08,1.911291232708e+00,2.813268676523e+00
518.0,2.600021583549e+00,9.245408630516e-05,2.482307040418e-02,1.835995434806e-07,5.507986304418e-08,3.000000000000e-10,1.806609983950e-18,1.656778800000e-15,1.658585409984e-15,4.072573400178e-08,1.829143856387e+00,2.622478627090e+00
520.0,2.610021666883e+00,9.174698305506e-05,2.447135571293e-02,1.796138446343e-07,5.388415339029e-08,3.000000000000e-10,1.768295222580e-18,1.656778800000e-15,1.658547095223e-15,4.072526359918e-08,1.750629810243e+00,2.431943194895e+00
522.0,2.620021750218e+00,9.104796094590e-05,2.412462441906e-02,1.757198289553e-07,5.271594868659e-08,3.000000000000e-10,1.730861816980e-18,1.656778800000e-15,1.658509661817e-15,4.072480401201e-08,1.675583392673e+00,2.241660472571e+00
524.0,2.630021833552e+00,9.035689730456e-05,2.378280591350e-02,1.719152441232e-07,5.157457323696e-08,3.000000000000e-10,1.694288115460e-18,1.656778800000e-15,1.658473088115e-15,4.072435497482e-08,1.603846709142e+00,2.051628573677e+00
526.0,2.640021916886e+00,8.967367177684e-05,2.344583058761e-02,1.681978973319e-07,5.045936919957e-08,3.000000000000e-10,1.658553038443e-18,1.656778800000e-15,1.658437353038e-15,4.072391622915e-08,1.535269291513e+00,1.861845632405e+00
528.0,2.650022000220e+00,8.899816627511e-05,2.311362981905e-02,1.645656535886e-07,4.936969607658e-08,3.000000000000e-10,1.623636062116e-18,1.656778800000e-15,1.658402436062e-15,4.072348752332e-08,1.469707736610e+00,1.672309803285e+00
530.0,2.660022083554e+00,8.833026492724e-05,2.278613595777e-02,1.610164340655e-07,4.830493021964e-08,3.000000000000e-10,1.589517202582e-18,1.656778800000e-15,1.658368317203e-15,4.072306861231e-08,1.407025363015e+00,1.483019260901e+00
532.0,2.670022166888e+00,8.766985402692e-05,2.246328231225e-02,1.575482145024e-07,4.726446435072e-08,3.000000000000e-10,1.556177000509e-18,1.656778800000e-15,1.658334977001e-15,4.072265925748e-08,1.347091885140e+00,1.293972199606e+00
534.0,2.680022250223e+00,8.701682198526e-05,2.214500313589e-02,1.541590236591e-07,4.624770709773e-08,3.000000000000e-10,1.523596506245e-18,1.656778800000e-15,1.658302396506e-15,4.072225922645e-08,1.289783103675e+00,1.105166833248e+00
536.0,2.690022333557e+00,8.637105928366e-05,2.183123361367e-02,1.508469418145e-07,4.525408254436e-08,3.000000000000e-10,1.491757265398e-18,1.656778800000e-15,1.658270557265e-15,4.072186829291e-08,1.234980611553e+00,9.166013948901e-01
538.0,2.700022416891e+00,8.573245842785e-05,2.152190984892e-02,1.476100993128e-07,4.428302979385e-08,3.000000000000e-10,1.460641304853e-18,1.656778800000e-15,1.658239441305e-15,4.072148623644e-08,1.182571514630e+00,7.282741365517e-01
540.0,2.710022500225e+00,8.510091390323e-05,2.121696885031e-02,1.444466751534e-07,4.333400254602e-08,3.000000000000e-10,1.430231119223e-18,1.656778800000e-15,1.658209031119e-15,4.072111284235e-08,1.132448166315e+00,5.401833289382e-01
542.0,2.720022583559e+00,8.447632213119e-05,2.091634851902e-02,1.413548956241e-07,4.240646868723e-08,3.000000000000e-10,1.400509657707e-18,1.656778800000e-15,1.658179309658e-15,4.072074790150e-08,1.084507915427e+00,3.523272611841e-01
544.0,2.730022666893e+00,8.385858142671e-05,2.061998763611e-02,1.383330329761e-07,4.149990989282e-08,3.000000000000e-10,1.371460311352e-18,1.656778800000e-15,1.658150260311e-15,4.072039121020e-08,1.038652866592e+00,1.647042405981e-01
546.0,2.740022750228e+00,8.324759195693e-05,2.032782585004e-02,1.353794041389e-07,4.061382124166e-08,3.000000000000e-10,1.343066900701e-18,1.656778800000e-15,1.658121866901e-15,4.072004256998e-08,9.947896525440e-01,-2.268740758775e-02
548.0,2.750022833562e+00,8.264325570084e-05,2.003980366438e-02,1.324923694744e-07,3.974771084232e-08,3.000000000000e-10,1.315313663815e-18,1.656778800000e-15,1.658094113664e-15,4.071970178751e-08,9.528292177058e-01,-2.098493404642e-01
550.0,2.760022916896e+00,8.204547640994e-05,1.975586242570e-02,1.296703315684e-07,3.890109947053e-08,3.000000000000e-10,1.288185244656e-18,1.656778800000e-15,1.658066985245e-15,4.071936867444e-08,9.126866124729e-01,-3.967831976872e-01
552.0,2.770023000230e+00,8.145415956993e-05,1.947594431161e-02,1.269117340586e-07,3.807352021758e-08,3.000000000000e-10,1.261666681819e-18,1.656778800000e-15,1.658040466682e-15,4.071904304723e-08,8.742807976574e-01,-5.834906017164e-01
554.0,2.780023083564e+00,8.086921236334e-05,1.919999231901e-02,1.242150604976e-07,3.726451814929e-08,3.000000000000e-10,1.235743397605e-18,1.656778800000e-15,1.658014543398e-15,4.071872472705e-08,8.375344585660e-01,-7.699731580490e-01
556.0,2.790023166898e+00,8.029054363312e-05,1.892795025248e-02,1.215788332505e-07,3.647364997516e-08,3.000000000000e-10,1.210401187422e-18,1.656778800000e-15,1.657989201187e-15,4.071841353967e-08,8.023738282240e-01,-9.562324554505e-01
558.0,2.800023250233e+00,7.971806384709e-05,1.865976271279e-02,1.190016124248e-07,3.570048372744e-08,3.000000000000e-10,1.185626209496e-18,1.656778800000e-15,1.657964426209e-15,4.071810931526e-08,7.687285192766e-01,-1.142270066181e+00
560.0,2.810023333567e+00,7.915168506336e-05,1.839537508570e-02,1.164819948325e-07,3.494459844974e-08,3.000000000000e-10,1.161404974898e-18,1.656778800000e-15,1.657940204975e-15,4.071781188835e-08,7.365313641283e-01,-1.328087546220e+00
562.0,2.820023416901e+00,7.859132089650e-05,1.813473353075e-02,1.140186129830e-07,3.420558389491e-08,3.000000000000e-10,1.137724337859e-18,1.656778800000e-15,1.657916524338e-15,4.071752109765e-08,7.057182629017e-01,-1.513686435482e+00
564.0,2.830023500235e+00,7.803688648464e-05,1.787778497037e-02,1.116101341063e-07,3.348304023190e-08,3.000000000000e-10,1.114571486381e-18,1.656778800000e-15,1.657893371486e-15,4.071723678599e-08,6.762280388190e-01,-1.699068258034e+00
566.0,2.840023583569e+00,7.748829845730e-05,1.762447707901e-02,1.092552592042e-07,3.277657776125e-08,3.000000000000e-10,1.091933933115e-18,1.656778800000e-15,1.657870733933e-15,4.071695880015e-08,6.480023006322e-01,-1.884234522311e+00
568.0,2.850023666903e+00,7.694547490410e-05,1.737475827254e-02,1.069527221299e-07,3.208581663898e-08,3.000000000000e-10,1.069799506520e-18,1.656778800000e-15,1.657848599507e-15,4.071668699080e-08,6.209853117449e-01,-2.069186721319e+00
570.0,2.860023750238e+00,7.640833534412e-05,1.712857769770e-02,1.047012886955e-07,3.141038660864e-08,3.000000000000e-10,1.048156342269e-18,1.656778800000e-15,1.657826956342e-15,4.071642121236e-08,5.951238656906e-01,-2.253926332844e+00
572.0,2.870023833572e+00,7.587680069612e-05,1.688588522177e-02,1.024997558040e-07,3.074992674119e-08,3.000000000000e-10,1.026992874923e-18,1.656778800000e-15,1.657805792875e-15,4.071616132293e-08,5.703671676458e-01,-2.438454819652e+00
574.0,2.880023916906e+00,7.535079324940e-05,1.664663142236e-02,1.003469506084e-07,3.010408518252e-08,3.000000000000e-10,1.006297829832e-18,1.656778800000e-15,1.657785097830e-15,4.071590718417e-08,5.466667216775e-01,-2.622773629691e+00
576.0,2.890024000240e+00,7.483023663542e-05,1.641076757732e-02,9.824172969440e-08,2.947251890832e-08,3.000000000000e-10,9.860602152847e-19,1.656778800000e-15,1.657764860215e-15,4.071565866120e-08,5.239762234365e-01,-2.806884196282e+00
578.0,2.900024083574e+00,7.431505580004e-05,1.617824565487e-02,9.618297828707e-08,2.885489348612e-08,3.000000000000e-10,9.662693148844e-19,1.656778800000e-15,1.657745069315e-15,4.071541562252e-08,5.022514580239e-01,-2.990787938314e+00
580.0,2.910024166908e+00,7.380517697653e-05,1.594901830375e-02,9.416960948078e-08,2.825088284424e-08,3.000000000000e-10,9.469146801421e-19,1.656778800000e-15,1.657725714680e-15,4.071517793993e-08,4.814502027754e-01,-3.174486260436e+00
582.0,2.920024250243e+00,7.330052765908e-05,1.572303884363e-02,9.220056349135e-08,2.766016904741e-08,3.000000000000e-10,9.279861232889e-19,1.656778800000e-15,1.657706786123e-15,4.071494548840e-08,4.615321347150e-01,-3.357980553238e+00
584.0,2.930024333577e+00,7.280103657708e-05,1.550026125558e-02,9.027480692977e-08,2.708244207893e-08,3.000000000000e-10,9.094737102944e-19,1.656778800000e-15,1.657688273710e-15,4.071471814603e-08,4.424587424492e-01,-3.541272193436e+00
586.0,2.940024416911e+00,7.230663366996e-05,1.528064017273e-02,8.839133209699e-08,2.651739962910e-08,3.000000000000e-10,8.913677540876e-19,1.656778800000e-15,1.657670167754e-15,4.071449579393e-08,4.241932422793e-01,-3.724362544055e+00
588.0,2.950024500245e+00,7.181725006258e-05,1.506413087099e-02,8.654915629896e-08,2.596474688969e-08,3.000000000000e-10,8.736588079716e-19,1.656778800000e-15,1.657652458808e-15,4.071427831619e-08,4.067004983242e-01,-3.907252954604e+00
590.0,2.960024583579e+00,7.133281804126e-05,1.485068925994e-02,8.474732118131e-08,2.542419635439e-08,3.000000000000e-10,8.563376592287e-19,1.656778800000e-15,1.657635137659e-15,4.071406559973e-08,3.899469464550e-01,-4.089944761252e+00
592.0,2.970024666913e+00,7.085327103037e-05,1.464027187390e-02,8.298489208317e-08,2.489546762495e-08,3.000000000000e-10,8.393953229080e-19,1.656778800000e-15,1.657618195323e-15,4.071385753430e-08,3.739005218534e-01,-4.272439287000e+00
594.0,2.980024750248e+00,7.037854356945e-05,1.443283586304e-02,8.126095740939e-08,2.437828722282e-08,3.000000000000e-10,8.228230357908e-19,1.656778800000e-15,1.657601623036e-15,4.071365401233e-08,3.585305900158e-01,-4.454737841850e+00
596.0,2.990024833582e+00,6.990857129084e-05,1.422833898466e-02,7.957462802073e-08,2.387238840622e-08,3.000000000000e-10,8.066122505283e-19,1.656778800000e-15,1.657585412251e-15,4.071345492894e-08,3.438078810332e-01,-4.636841722970e+00
598.0,3.000024916916e+00,6.944329089790e-05,1.402673959459e-02,7.792503664131e-08,2.337751099239e-08,3.000000000000e-10,7.907546299458e-19,1.656778800000e-15,1.657569554630e-15,4.071326018179e-08,3.297044269865e-01,-4.818752214862e+00
600.0,3.010025000250e+00,6.898264014368e-05,1.382799663873e-02,7.631133728299e-08,2.289340118490e-08,3.000000000000e-10,7.752420415086e-19,1.656778800000e-15,1.657554042042e-15,4.071306967107e-08,3.161935023048e-01,-5.000470589520e+00
602.0,3.020025083584e+00,6.852655781009e-05,1.363206964464e-02,7.473270468595e-08,2.241981140578e-08,3.000000000000e-10,7.600665519447e-19,1.656778800000e-15,1.657538866552e-15,4.071288329942e-08,3.032495669417e-01,-5.181998106591e+00
604.0,3.030025166918e+00,6.807498368758e-05,1.343891871334e-02,7.318833377516e-08,2.195650013255e-08,3.000000000000e-10,7.452204220197e-19,1.656778800000e-15,1.657524020422e-15,4.071270097183e-08,2.908482122315e-01,-5.363336013529e+00
606.0,3.040025250253e+00,6.762785855525e-05,1.324850451119e-02,7.167743913210e-08,2.150323173963e-08,3.000000000000e-10,7.306961014585e-19,1.656778800000e-15,1.657509496101e-15,4.071252259565e-08,2.789661092958e-01,-5.544485545753e+00
608.0,3.050025333587e+00,6.718512416145e-05,1.306078826184e-02,7.019925448143e-08,2.105977634443e-08,3.000000000000e-10,7.164862240102e-19,1.656778800000e-15,1.657495286224e-15,4.071234808045e-08,2.675809598757e-01,-5.725447926796e+00
610.0,3.060025416921e+00,6.674672320478e-05,1.287573173836e-02,6.875303219194e-08,2.062590965758e-08,3.000000000000e-10,7.025836026515e-19,1.656778800000e-15,1.657481383603e-15,4.071217733802e-08,2.566714494724e-01,-5.906224368455e+00
612.0,3.070025500255e+00,6.631259931558e-05,1.269329725547e-02,6.733804279162e-08,2.020141283749e-08,3.000000000000e-10,6.889812249242e-19,1.656778800000e-15,1.657467781225e-15,4.071201028229e-08,2.462172026831e-01,-6.086816070938e+00
614.0,3.080025583589e+00,6.588269703778e-05,1.251344766182e-02,6.595357449617e-08,1.978607234885e-08,3.000000000000e-10,6.756722484032e-19,1.656778800000e-15,1.657454472248e-15,4.071184682925e-08,2.361987406284e-01,-6.267224223009e+00
616.0,3.090025666923e+00,6.545696181123e-05,1.233614633249e-02,6.459893275067e-08,1.937967982520e-08,3.000000000000e-10,6.626499962908e-19,1.656778800000e-15,1.657441449996e-15,4.071168689696e-08,2.265974403670e-01,-6.447450002130e+00
618.0,3.100025750258e+00,6.503533995432e-05,1.216135716145e-02,6.327343978407e-08,1.898203193522e-08,3.000000000000e-10,6.499079531330e-19,1.656778800000e-15,1.657428707953e-15,4.071153040544e-08,2.173954962049e-01,-6.627494574605e+00
620.0,3.110025833592e+00,6.461777864714e-05,1.198904455428e-02,6.197643417595e-08,1.859293025278e-08,3.000000000000e-10,6.374397606561e-19,1.656778800000e-15,1.657416239761e-15,4.071137727664e-08,2.085758828059e-01,-6.807359095712e+00
622.0,3.120025916926e+00,6.420422591486e-05,1.181917342089e-02,6.070727043535e-08,1.821218113061e-08,3.000000000000e-10,6.252392137166e-19,1.656778800000e-15,1.657404039214e-15,4.071122743438e-08,2.001223200176e-01,-6.987044709845e+00
624.0,3.130026000260e+00,6.379463061162e-05,1.165170916837e-02,5.946531859121e-08,1.783959557736e-08,3.000000000000e-10,6.133002563652e-19,1.656778800000e-15,1.657392100256e-15,4.071108080433e-08,1.920192393306e-01,-7.166552550645e+00
626.0,3.140026083594e+00,6.338894240466e-05,1.148661769395e-02,5.824996379408e-08,1.747498913822e-08,3.000000000000e-10,6.016169780173e-19,1.656778800000e-15,1.657380416978e-15,4.071093731392e-08,1.842517518928e-01,-7.345883741134e+00
628.0,3.150026166928e+00,6.298711175890e-05,1.132386537806e-02,5.706060592884e-08,1.711818177865e-08,3.000000000000e-10,5.901836097304e-19,1.656778800000e-15,1.657368983610e-15,4.071079689234e-08,1.768056180035e-01,-7.525039393842e+00
630.0,3.160026250263e+00,6.258908992179e-05,1.116341907749e-02,5.589665923803e-08,1.676899777141e-08,3.000000000000e-10,5.789945205830e-19,1.656778800000e-15,1.657357794521e-15,4.071065947047e-08,1.696672180185e-01,-7.704020610942e+00
632.0,3.170026333597e+00,6.219482890854e-05,1.100524611861e-02,5.475755195548e-08,1.642726558664e-08,3.000000000000e-10,5.680442141527e-19,1.656778800000e-15,1.657346844214e-15,4.071052498082e-08,1.628235245967e-01,-7.882828484367e+00
634.0,3.180026416931e+00,6.180428148765e-05,1.084931429077e-02,5.364272594999e-08,1.609281778500e-08,3.000000000000e-10,5.573273250908e-19,1.656778800000e-15,1.657336127325e-15,4.071039335753e-08,1.562620762266e-01,-8.061464095942e+00
636.0,3.190026500265e+00,6.141740116675e-05,1.069559183968e-02,5.255163637870e-08,1.576549091361e-08,3.000000000000e-10,5.468386157905e-19,1.656778800000e-15,1.657325638616e-15,4.071026453630e-08,1.499709519698e-01,-8.239928517504e+00
638.0,3.200026583599e+00,6.103414217881e-05,1.054404746099e-02,5.148375134994e-08,1.544512540498e-08,3.000000000000e-10,5.365729731452e-19,1.656778800000e-15,1.657315372973e-15,4.071013845436e-08,1.439387473657e-01,-8.418222811021e+00
640.0,3.210026666933e+00,6.065445946852e-05,1.039465029388e-02,5.043855159519e-08,1.513156547856e-08,3.000000000000e-10,5.265254053957e-19,1.656778800000e-15,1.657305325405e-15,4.071001505042e-08,1.381545514408e-01,-8.596348028715e+00
642.0,3.220026750268e+00,6.027830867914e-05,1.024736991482e-02,4.941553014997e-08,1.482465904499e-08,3.000000000000e-10,5.166910390620e-19,1.656778800000e-15,1.657295491039e-15,4.070989426465e-08,1.326079247717e-01,-8.774305213175e+00
644.0,3.230026833602e+00,5.990564613949e-05,1.010217633131e-02,4.841419204335e-08,1.452425761300e-08,3.000000000000e-10,5.070651159590e-19,1.656778800000e-15,1.657285865116e-15,4.070977603864e-08,1.272888785509e-01,-8.952095397474e+00
646.0,3.240026916936e+00,5.953642885127e-05,9.959039975831e-03,4.743405399584e-08,1.423021619875e-08,3.000000000000e-10,4.976429902922e-19,1.656778800000e-15,1.657276442990e-15,4.070966031534e-08,1.221878546091e-01,-9.129719605286e+00
648.0,3.250027000270e+00,5.917061447670e-05,9.817931699811e-03,4.647464412545e-08,1.394239323764e-08,3.000000000000e-10,4.884201258316e-19,1.656778800000e-15,1.657267220126e-15,4.070954703906e-08,1.172957063485e-01,-9.307178850992e+00
650.0,3.260027083604e+00,5.880816132634e-05,9.678822767665e-03,4.553550166159e-08,1.366065049848e-08,3.000000000000e-10,4.793920931621e-19,1.656778800000e-15,1.657258192093e-15,4.070943615543e-08,1.126036805441e-01,-9.484474139795e+00
652.0,3.270027166938e+00,5.844902834723e-05,9.541684850962e-03,4.461617666674e-08,1.338485300002e-08,3.000000000000e-10,4.705545670072e-19,1.656778800000e-15,1.657249354567e-15,4.070932761134e-08,1.081033999733e-01,-9.661606467830e+00
654.0,3.280027250273e+00,5.809317511126e-05,9.406490022654e-03,4.371622976547e-08,1.311486892964e-08,3.000000000000e-10,4.619033236249e-19,1.656778800000e-15,1.657240703324e-15,4.070922135492e-08,1.037868468332e-01,-9.838576822264e+00
656.0,3.290027333607e+00,5.774056180380e-05,9.273210751387e-03,4.283523188081e-08,1.285056956424e-08,3.000000000000e-10,4.534342382724e-19,1.656778800000e-15,1.657232234238e-15,4.070911733553e-08,9.964634691127e-02,-1.001538618141e+01
658.0,3.300027416941e+00,5.739114921254e-05,9.141819895896e-03,4.197276397756e-08,1.259182919327e-08,3.000000000000e-10,4.451432827395e-19,1.656778800000e-15,1.657223943283e-15,4.070901550373e-08,9.567455447112e-02,-1.019203551483e+01
660.0,3.310027500275e+00,5.704489871662e-05,9.012290699475e-03,4.112841681250e-08,1.233852504375e-08,3.000000000000e-10,4.370265229464e-19,1.656778800000e-15,1.657215826523e-15,4.070891581119e-08,9.186443782322e-02,-1.036852578343e+01
662.0,3.320027583609e+00,5.670177227595e-05,8.884596784531e-03,4.030179069121e-08,1.209053720736e-08,3.000000000000e-10,4.290801166069e-19,1.656778800000e-15,1.657207880117e-15,4.070881821076e-08,8.820926554629e-02,-1.054485793958e+01
664.0,3.330027666943e+00,5.636173242073e-05,8.758712147213e-03,3.949249523131e-08,1.184774856939e-08,3.000000000000e-10,4.213003109518e-19,1.656778800000e-15,1.657200100311e-15,4.070872265634e-08,8.470259333028e-02,-1.072103292718e+01
666.0,3.340027750278e+00,5.602474224125e-05,8.634611152112e-03,3.870014913204e-08,1.161004473961e-08,3.000000000000e-10,4.136834405140e-19,1.656778800000e-15,1.657192483441e-15,4.070862910294e-08,8.133825141179e-02,-1.089705168179e+01
668.0,3.350027833612e+00,5.569076537790e-05,8.512268527046e-03,3.792437994987e-08,1.137731398496e-08,3.000000000000e-10,4.062259249717e-19,1.656778800000e-15,1.657185025925e-15,4.070853750658e-08,7.811033257445e-02,-1.107291513072e+01
670.0,3.360027916946e+00,5.535976601128e-05,8.391659357911e-03,3.716482388002e-08,1.114944716401e-08,3.000000000000e-10,3.989242670478e-19,1.656778800000e-15,1.657177724267e-15,4.070844782434e-08,7.501318068825e-02,-1.124862419312e+01
672.0,3.370028000280e+00,5.503170885267e-05,8.272759083606e-03,3.642112554378e-08,1.092633766314e-08,3.000000000000e-10,3.917750504654e-19,1.656778800000e-15,1.657170575050e-15,4.070836001426e-08,7.204137976274e-02,-1.142417978007e+01
674.0,3.380028083614e+00,5.470655913461e-05,8.155543491034e-03,3.569293778137e-08,1.070788133441e-08,3.000000000000e-10,3.847749379568e-19,1.656778800000e-15,1.657163574938e-15,4.070827403536e-08,6.918974349055e-02,-1.159958279468e+01
676.0,3.390028166948e+00,5.438428260166e-05,8.039988710170e-03,3.497992145024e-08,1.049397643507e-08,3.000000000000e-10,3.779206693244e-19,1.656778800000e-15,1.657156720669e-15,4.070818984761e-08,6.645330525853e-02,-1.177483413219e+01
678.0,3.400028250283e+00,5.406484550140e-05,7.926071209199e-03,3.428174522868e-08,1.028452356860e-08,3.000000000000e-10,3.712090595527e-19,1.656778800000e-15,1.657150009060e-15,4.070810741191e-08,6.382730860507e-02,-1.194993468003e+01
680.0,3.410028333617e+00,5.374821457558e-05,7.813767789727e-03,3.359808542448e-08,1.007942562735e-08,3.000000000000e-10,3.646369969695e-19,1.656778800000e-15,1.657143436997e-15,4.070802669004e-08,6.130719810307e-02,-1.212488531796e+01
682.0,3.420028416951e+00,5.343435705149e-05,7.703055582054e-03,3.292862578872e-08,9.878587736615e-09,3.000000000000e-10,3.582014414545e-19,1.656778800000e-15,1.657137001441e-15,4.070794764467e-08,5.888861064903e-02,-1.229968691810e+01
684.0,3.430028500285e+00,5.312324063343e-05,7.593912040518e-03,3.227305733420e-08,9.681917200260e-09,3.000000000000e-10,3.518994226956e-19,1.656778800000e-15,1.657130699423e-15,4.070787023934e-08,5.656736713969e-02,-1.247434034505e+01
686.0,3.440028583619e+00,5.281483349445e-05,7.486314938901e-03,3.163107815881e-08,9.489323447642e-09,3.000000000000e-10,3.457280384896e-19,1.656778800000e-15,1.657124528038e-15,4.070779443839e-08,5.433946451843e-02,-1.264884645599e+01
688.0,3.450028666953e+00,5.250910426819e-05,7.380242365908e-03,3.100239327328e-08,9.300717981984e-09,3.000000000000e-10,3.396844530872e-19,1.656778800000e-15,1.657118484453e-15,4.070772020702e-08,5.220106817465e-02,-1.282320610070e+01
690.0,3.460028750288e+00,5.220602204090e-05,7.275672720703e-03,3.038671443355e-08,9.116014330066e-09,3.000000000000e-10,3.337658955808e-19,1.656778800000e-15,1.657112565896e-15,4.070764751119e-08,5.014850467992e-02,-1.299742012174e+01
692.0,3.470028833622e+00,5.190555634364e-05,7.172584708505e-03,2.978375997735e-08,8.935127993204e-09,3.000000000000e-10,3.279696583342e-19,1.656778800000e-15,1.657106769658e-15,4.070757631766e-08,4.817825484559e-02,-1.317148935443e+01
694.0,3.480028916956e+00,5.160767714459e-05,7.070957336261e-03,2.919325466503e-08,8.757976399510e-09,3.000000000000e-10,3.222930954524e-19,1.656778800000e-15,1.657101093095e-15,4.070750659394e-08,4.628694708728e-02,-1.334541462701e+01
696.0,3.490029000290e+00,5.131235484159e-05,6.970769908361e-03,2.861492952455e-08,8.584478857366e-09,3.000000000000e-10,3.167336212908e-19,1.656778800000e-15,1.657095533621e-15,4.070743830827e-08,4.447135108229e-02,-1.351919676068e+01
698.0,3.500029083624e+00,5.101956025476e-05,6.872002022431e-03,2.804852170034e-08,8.414556510103e-09,3.000000000000e-10,3.112887090032e-19,1.656778800000e-15,1.657090088709e-15,4.070737142962e-08,4.272837170662e-02,-1.369283656968e+01
700.0,3.510029166958e+00,5.072926461928e-05,6.774633565176e-03,2.749377430612e-08,8.248132291836e-09,3.000000000000e-10,3.059558891264e-19,1.656778800000e-15,1.657084755889e-15,4.070730592767e-08,4.105504323894e-02,-1.386633486137e+01
702.0,3.520029250293e+00,5.044143957836e-05,6.678644708281e-03,2.695043628145e-08,8.085130884435e-09,3.000000000000e-10,3.007327482015e-19,1.656778800000e-15,1.657079532748e-15,4.070724177279e-08,3.944852381951e-02,-1.403969243634e+01
704.0,3.530029333627e+00,5.015605717628e-05,6.584015904378e-03,2.641826225196e-08,7.925478675589e-09,3.000000000000e-10,2.956169274299e-19,1.656778800000e-15,1.657074416927e-15,4.070717893600e-08,3.790609015235e-02,-1.421291008843e+01
706.0,3.540029416961e+00,4.987308985162e-05,6.490727883062e-03,2.589701239315e-08,7.769103717944e-09,3.000000000000e-10,2.906061213643e-19,1.656778800000e-15,1.657069406121e-15,4.070711738899e-08,3.642513243996e-02,-1.438598860482e+01
708.0,3.550029500295e+00,4.959251043060e-05,6.398761646967e-03,2.538645229761e-08,7.615935689284e-09,3.000000000000e-10,2.856980766323e-19,1.656778800000e-15,1.657064498077e-15,4.070705710410e-08,3.500314953982e-02,-1.455892876615e+01
710.0,3.560029583629e+00,4.931429212057e-05,6.308098467900e-03,2.488635284571e-08,7.465905853712e-09,3.000000000000e-10,2.808905906932e-19,1.656778800000e-15,1.657059690591e-15,4.070699805427e-08,3.363774433293e-02,-1.473173134652e+01
