distance_m,beam_radius_m,geometric_collection_efficiency,water_transmittance,received_power_w,signal_current_a,background_current_a,shot_noise_variance_a2,thermal_noise_variance_a2,total_noise_variance_a2,noise_rms_current_a,snr_linear,snr_db
56.0,2.900023333567e-01,7.431509423895e-03,6.706112963186e-01,3.986923334690e-04,1.196077000407e-04,3.000000000000e-10,3.832694901626e-15,1.656778800000e-15,5.489473701626e-15,7.409098259320e-08,2.606078958860e+06,6.415987569810e+01
58.0,3.000024166908e-01,6.944332561961e-03,6.611094965334e-01,3.672771363039e-04,1.101831408912e-04,3.000000000000e-10,3.530698732524e-15,1.656778800000e-15,5.187477532524e-15,7.202414548278e-08,2.340313661221e+06,6.369274067756e+01
60.0,3.100025000250e-01,6.503537142310e-03,6.517423264505e-01,3.390904341829e-04,1.017271302549e-04,3.000000000000e-10,3.259738279357e-15,1.656778800000e-15,4.916517079357e-15,7.011787988350e-08,2.104825196955e+06,6.323216034067e+01
62.0,3.200025833592e-01,6.103417078862e-03,6.425078785200e-01,3.137194847250e-04,9.411584541749e-05,3.000000000000e-10,3.015845824934e-15,1.656778800000e-15,4.672624624934e-15,6.835659898601e-08,1.895678140158e+06,6.277764602085e+01
64.0,3.300026666933e-01,5.739117529948e-03,6.334042722199e-01,2.908145249793e-04,8.724435749378e-05,3.000000000000e-10,2.795659077090e-15,1.656778800000e-15,4.452437877090e-15,6.672659048003e-08,1.709530402135e+06,6.232876828655e+01
66.0,3.400027500275e-01,5.406486935358e-03,6.244296536730e-01,2.700776611707e-04,8.102329835120e-05,3.000000000000e-10,2.596314365151e-15,1.656778800000e-15,4.253093165151e-15,6.521574323084e-08,1.543529525640e+06,6.188514941366e+01
68.0,3.500028333617e-01,5.101958212033e-03,6.155821952694e-01,2.512539709069e-04,7.537619127207e-05,3.000000000000e-10,2.415361104913e-15,1.656778800000e-15,4.072139904913e-15,6.381332074820e-08,1.395229619648e+06,6.144645687423e+01
70.0,3.600029166958e-01,4.822452721505e-03,6.068600952945e-01,2.341243294500e-04,7.023729883501e-05,3.000000000000e-10,2.250692837167e-15,1.656778800000e-15,3.907471637167e-15,6.250977233335e-08,1.262524365043e+06,6.101239768178e+01
72.0,3.700030000300e-01,4.565302154031e-03,5.982615775619e-01,2.184995894974e-04,6.554987684921e-05,3.000000000000e-10,2.100491277580e-15,1.656778800000e-15,3.757270077580e-15,6.129657476222e-08,1.143592626089e+06,6.058271346354e+01
74.0,3.800030833642e-01,4.328184608575e-03,5.897848910516e-01,2.042158310255e-04,6.126474930766e-05,3.000000000000e-10,1.963180653165e-15,1.656778800000e-15,3.619959453165e-15,6.016609886942e-08,1.036854019028e+06,6.015717615412e+01
76.0,3.900031666983e-01,4.109071995066e-03,5.814283095537e-01,1.911304627140e-04,5.733913881421e-05,3.000000000000e-10,1.837390225029e-15,1.656778800000e-15,3.494169025029e-15,5.911149655548e-08,9.409323980622e+05,5.973558422361e+01
78.0,4.000032500325e-01,3.906186523576e-03,5.731901313167e-01,1.791190053117e-04,5.373570159351e-05,3.000000000000e-10,1.721923366687e-15,1.656778800000e-15,3.378702166687e-15,5.812660463752e-08,8.546256767515e+05,5.931775936813e+01
80.0,4.100033333667e-01,3.717964529570e-03,5.650686787010e-01,1.680724243345e-04,5.042172730034e-05,3.000000000000e-10,1.615731923123e-15,1.656778800000e-15,3.272510723123e-15,5.720586266392e-08,7.768807496906e+05,5.890354360209e+01
82.0,4.200034167008e-01,3.543026254941e-03,5.570622978372e-01,1.578949077500e-04,4.736847232500e-05,3.000000000000e-10,1.517894847540e-15,1.656778800000e-15,3.174673647540e-15,5.634424236371e-08,7.067725440511e+05,5.849279670152e+01
84.0,4.300035000350e-01,3.380150490016e-03,5.491693582893e-01,1.485020060419e-04,4.455060181256e-05,3.000000000000e-10,1.427600321687e-15,1.656778800000e-15,3.084379121687e-15,5.553718683627e-08,6.434864339166e+05,5.808539395472e+01
86.0,4.400035833692e-01,3.228253202987e-03,5.413882527230e-01,1.398190688730e-04,4.194572066190e-05,3.000000000000e-10,1.344130727408e-15,1.656778800000e-15,3.000909527408e-15,5.478055793261e-08,5.863034076092e+05,5.768122418322e+01
88.0,4.500036667033e-01,3.086369455987e-03,5.337173965778e-01,1.317799256741e-04,3.953397770224e-05,3.000000000000e-10,1.266849963065e-15,1.656778800000e-15,2.923628763065e-15,5.407059055591e-08,5.345875005427e+05,5.728018800083e+01
90.0,4.600037500375e-01,2.953638042558e-03,5.261552277447e-01,1.243257677566e-04,3.729773032698e-05,3.000000000000e-10,1.195192697215e-15,1.656778800000e-15,2.851971497215e-15,5.340385283119e-08,4.877751018559e+05,5.688219628281e+01
92.0,4.700038333717e-01,2.829288388354e-03,5.187002062480e-01,1.174041976459e-04,3.522125929378e-05,3.000000000000e-10,1.128655229803e-15,1.656778800000e-15,2.785434029803e-15,5.277721127346e-08,4.453658183846e+05,5.648716882081e+01
94.0,4.800039167058e-01,2.712629341884e-03,5.113508139318e-01,1.109684177494e-04,3.329052532483e-05,3.000000000000e-10,1.066787692773e-15,1.656778800000e-15,2.723566492773e-15,5.218780022930e-08,4.069146390748e+05,5.609503314221e+01
96.0,4.900040000400e-01,2.603039549943e-03,5.041055541507e-01,1.049765355840e-04,3.149296067521e-05,3.000000000000e-10,1.009187371178e-15,1.656778800000e-15,2.665966171178e-15,5.163299498556e-08,3.720251902715e+05,5.570572347477e+01
98.0,5.000040833742e-01,2.499959166759e-03,4.969629514650e-01,9.939096688435e-05,2.981729006531e-05,3.000000000000e-10,9.554929652292e-16,1.656778800000e-15,2.612271765229e-15,5.111038803638e-08,3.403439101064e+05,5.531917984026e+01
100.0,5.100041667083e-01,2.402882689753e-03,4.899215513404e-01,9.417792120422e-05,2.825337636127e-05,3.000000000000e-10,9.053796453451e-16,1.656778800000e-15,2.562158445345e-15,5.061776807945e-08,3.115550005354e+05,5.493534726181e+01
102.0,5.200042500425e-01,2.311352750285e-03,4.829799198516e-01,8.930695728649e-05,2.679208718595e-05,3.000000000000e-10,8.585547779008e-16,1.656778800000e-15,2.515333577901e-15,5.015310137869e-08,2.853760400155e+05,5.455417507230e+01
