distance_m,received_power_w,photon_energy_j,bit_duration_s,mean_received_photons_per_bit,detector_efficiency,mean_detected_photons_per_bit
56.0,0.00039869233346896454,4.775110233531078e-19,5e-08,41746924.57038224,0.8941168156240403,37326627.258967176
58.0,0.00036727713630392653,4.775110233531078e-19,5e-08,38457451.06834256,0.8941168156240403,34385453.686243795
60.0,0.00033909043418290573,4.775110233531078e-19,5e-08,35506032.07040066,0.8941168156240403,31746540.330231693
62.0,0.0003137194847249826,4.775110233531078e-19,5e-08,32849449.476791937,0.8941168156240403,29371245.161192004
64.0,0.00029081452497927926,4.775110233531078e-19,5e-08,30451079.74022926,0.8941168156240403,27226822.449647516
66.0,0.0002700776611706623,4.775110233531078e-19,5e-08,28279730.51534628,0.8941168156240403,25285382.595087416
68.0,0.00025125397090689183,4.775110233531078e-19,5e-08,26308708.974148184,0.8941168156240403,23523059.091144986
70.0,0.00023412432945004594,4.775110233531078e-19,5e-08,24515070.647585515,0.8941168156240403,21919336.90221754
72.0,0.0002184995894973557,4.775110233531078e-19,5e-08,22879009.99259032,0.8941168156240403,20456507.559205454
74.0,0.00020421583102553769,4.775110233531078e-19,5e-08,21383363.00505936,0.8941168156240403,19119224.437416587
76.0,0.0001911304627140244,4.775110233531078e-19,5e-08,20013199.001344107,0.8941168156240403,17894137.761532016
78.0,0.00017911900531169208,4.775110233531078e-19,5e-08,18755483.805788282,0.8941168156240403,16769593.455919676
80.0,0.00016807242433448244,4.775110233531078e-19,5e-08,17598800.45849716,0.8941168156240403,15735383.424754381
82.0,0.0001578949077499863,4.775110233531078e-19,5e-08,16533116.517524542,0.8941168156240403,14782537.492990267
84.0,0.00014850200604185862,4.775110233531078e-19,5e-08,15549589.30571588,0.8941168156240403,13903149.274288313
86.0,0.00013981906887301622,4.775110233531078e-19,5e-08,14640402.21429856,0.8941168156240403,13090229.807303777
88.0,0.00013177992567414378,4.775110233531078e-19,5e-08,13798626.547799684,0.8941168156240403,12337584.028903998
90.0,0.00012432576775660403,4.775110233531078e-19,5e-08,13018104.470508542,0.8941168156240403,11639706.114632182
92.0,0.00011740419764593124,4.775110233531078e-19,5e-08,12293349.462543577,0.8941168156240403,10991690.47480297
94.0,0.000110968417749421,4.775110233531078e-19,5e-08,11619461.365540303,0.8941168156240403,10389155.79542346
96.0,0.00010497653558401741,4.775110233531078e-19,5e-08,10992053.633324167,0.8941168156240403,9828179.991796467
98.0,9.939096688435372e-05,4.775110233531078e-19,5e-08,10407190.831577567,0.8941168156240403,9305244.325921843
100.0,9.417792120422152e-05,4.775110233531078e-19,5e-08,9861334.775362791,0.8941168156240403,8817185.24714999
102.0,8.930695728649415e-05,4.775110233531078e-19,5e-08,9351297.972073602,0.8941168156240403,8361152.764741994
104.0,8.475059763720727e-05,4.775110233531078e-19,5e-08,8874203.263631912,0.8941168156240403,7934574.363279032
106.0,8.0483993500821e-05,4.775110233531078e-19,5e-08,8427448.74617324,0.8941168156240403,7535123.636763229
108.0,7.648463287525978e-05,4.775110233531078e-19,5e-08,8008677.196411153,0.8941168156240403,7160692.952216008
110.0,7.273208538978616e-05,4.775110233531078e-19,5e-08,7615749.357895194,0.8941168156240403,6809369.56447208
112.0,6.92077788455966e-05,4.775110233531078e-19,5e-08,7246720.542660553,0.8941168156240403,6479414.695320971
114.0,6.589480302752508e-05,4.775110233531078e-19,5e-08,6899820.088425212,0.8941168156240403,6169245.165841535
116.0,6.27777370667251e-05,4.775110233531078e-19,5e-08,6573433.281801171,0.8941168156240403,5877417.233641148
118.0,5.984249719375122e-05,4.775110233531078e-19,5e-08,6266085.416576775,0.8941168156240403,5602612.339097864
120.0,5.707620218923467e-05,4.775110233531078e-19,5e-08,5976427.705107469,0.8941168156240403,5343624.508497981
122.0,5.446705423161086e-05,4.775110233531078e-19,5e-08,5703224.801926069,0.8941168156240403,5099349.198686185
124.0,5.200423317128266e-05,4.775110233531078e-19,5e-08,5445343.73323009,0.8941168156240403,4868773.398734012
126.0,4.967780253890217e-05,4.775110233531078e-19,5e-08,5201744.055044215,0.8941168156240403,4650966.830187417
128.0,4.747862583085956e-05,4.775110233531078e-19,5e-08,4971469.0875052605,0.8941168156240403,4445074.109493557
130.0,4.539829181473152e-05,4.775110233531078e-19,5e-08,4753638.093623713,0.8941168156240403,4250307.754899967
132.0,4.342904776723106e-05,4.775110233531078e-19,5e-08,4547439.288654529,0.8941168156240403,4065941.9360154383
134.0,4.15637397019544e-05,4.775110233531078e-19,5e-08,4352123.5813669395,0.8941168156240403,3891306.8777741017
136.0,3.979575876792978e-05,4.775110233531078e-19,5e-08,4166998.961456622,0.8941168156240403,3725783.842126278
138.0,3.811899310595238e-05,4.775110233531078e-19,5e-08,3991425.4584406014,0.8941168156240403,3568800.6207016357
140.0,3.6527784540686164e-05,4.775110233531078e-19,5e-08,3824810.606903492,0.8941168156240403,3419827.4802096034
142.0,3.501688956482306e-05,4.775110233531078e-19,5e-08,3666605.361163455,0.8941168156240403,3278373.5096735028
144.0,3.35814441391256e-05,4.775110233531078e-19,5e-08,3516300.4094978697,0.8941168156240403,3143983.3249177444
146.0,3.2216931890548e-05,4.775110233531078e-19,5e-08,3373422.8441805374,0.8941168156240403,3016234.091192095
148.0,3.091915534117878e-05,4.775110233531078e-19,5e-08,3237533.148875059,0.8941168156240403,2894732.8295494397
150.0,2.968420984461143e-05,4.775110233531078e-19,5e-08,3108222.4695219942,0.8941168156240403,2779113.9767000964
152.0,2.8508459944485295e-05,4.775110233531078e-19,5e-08,2985110.1388505516,0.8941168156240403,2669037.171636092
154.0,2.738851790315831e-05,4.775110233531078e-19,5e-08,2867841.4281239705,0.8941168156240403,2564185.2454289044
156.0,2.6321224177461382e-05,4.775110233531078e-19,5e-08,2756085.502763093,0.8941168156240403,2464262.393318119
158.0,2.530362964382724e-05,4.775110233531078e-19,5e-08,2649533.561146275,0.8941168156240403,2368992.510581131
160.0,2.433297939727989e-05,4.775110233531078e-19,5e-08,2547897.13820766,0.8941168156240403,2278117.6757518384
162.0,2.340669796823891e-05,4.775110233531078e-19,5e-08,2450906.557494299,0.8941168156240403,2191396.7665788815
164.0,2.252237581819949e-05,4.775110233531078e-19,5e-08,2358309.5171338837,0.8941168156240403,2108604.1957156165
166.0,2.1677756990403117e-05,4.775110233531078e-19,5e-08,2269869.7967411047,0.8941168156240403,2029528.7545433443
168.0,2.08707278048845e-05,4.775110233531078e-19,5e-08,2185366.0736802616,0.8941168156240403,1953972.5547718075
170.0,2.0099306498994277e-05,4.775110233531078e-19,5e-08,2104590.8383282837,0.8941168156240403,1881750.0585576145
172.0,1.93616337248548e-05,4.775110233531078e-19,5e-08,2027349.399066892,0.8941168156240403,1812687.1888510012
174.0,1.865596382437593e-05,4.775110233531078e-19,5e-08,1953458.9686927812,0.8941168156240403,1746620.5125398114
176.0,1.7980656810589028e-05,4.775110233531078e-19,5e-08,1882747.8247861061,0.8941168156240403,1683396.4897208419
178.0,1.733417099127615e-05,4.775110233531078e-19,5e-08,1815054.5373334712,0.8941168156240403,1622870.7831045692
180.0,1.671505617729009e-05,4.775110233531078e-19,5e-08,1750227.2575736654,0.8941168156240403,1564907.6221601628
182.0,1.6121947423675175e-05,4.775110233531078e-19,5e-08,1688123.0626327745,0.8941168156240403,1509379.2171427186
184.0,1.5553559256792137e-05,4.775110233531078e-19,5e-08,1628607.351048591,0.8941168156240403,1456165.2186214698
186.0,1.500868034519689e-05,4.775110233531078e-19,5e-08,1571553.2847603327,0.8941168156240403,1405152.2185534092
188.0,1.4486168576085635e-05,4.775110233531078e-19,5e-08,1516841.2735650567,0.8941168156240403,1356233.2893271022
190.0,1.3984946502753915e-05,4.775110233531078e-19,5e-08,1464358.4984228087,0.8941168156240403,1309307.557541803
